time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-30 00:00:00+00:00,21,11,966,176
2023-01-31 00:00:00+00:00,55,15,1021,197
2023-02-01 00:00:00+00:00,25,10,1057,246
2023-02-02 00:00:00+00:00,29,16,1664,371
2023-02-03 00:00:00+00:00,45,10,1010,263
2023-02-04 00:00:00+00:00,9,3,352,89
2023-02-05 00:00:00+00:00,2,2,172,56
2023-02-06 00:00:00+00:00,349,16,1343,336
2023-02-07 00:00:00+00:00,14,6,1305,347
2023-02-08 00:00:00+00:00,11,8,1185,286
2023-02-09 00:00:00+00:00,47,14,1175,226
2023-02-10 00:00:00+00:00,104,15,1161,212
2023-02-11 00:00:00+00:00,2,2,397,91
2023-02-12 00:00:00+00:00,2,2,310,76
