time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-15 00:00:00+00:00,5,4,801,182
2023-08-16 00:00:00+00:00,11,11,876,157
2023-08-17 00:00:00+00:00,19,8,834,167
2023-08-18 00:00:00+00:00,5,5,919,164
2023-08-19 00:00:00+00:00,8,7,311,65
2023-08-20 00:00:00+00:00,3,3,296,64
2023-08-21 00:00:00+00:00,9,7,803,154
2023-08-22 00:00:00+00:00,19,11,1543,203
2023-08-23 00:00:00+00:00,41,15,1130,228
2023-08-24 00:00:00+00:00,44,13,1490,192
2023-08-25 00:00:00+00:00,32,12,1248,176
2023-08-26 00:00:00+00:00,3,3,702,116
2023-08-27 00:00:00+00:00,29,11,425,89
2023-08-28 00:00:00+00:00,166,23,1210,191
