time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-29 00:00:00+00:00,35,16,1036,200
2022-11-30 00:00:00+00:00,53,20,865,188
2022-12-01 00:00:00+00:00,78,21,1060,193
2022-12-02 00:00:00+00:00,74,13,990,218
2022-12-03 00:00:00+00:00,3,3,325,81
2022-12-04 00:00:00+00:00,10,6,432,104
2022-12-05 00:00:00+00:00,58,12,898,206
2022-12-06 00:00:00+00:00,6,5,751,120
2022-12-07 00:00:00+00:00,21,16,763,186
2022-12-08 00:00:00+00:00,8,5,818,174
2022-12-09 00:00:00+00:00,18,10,733,194
2022-12-10 00:00:00+00:00,4,4,219,69
2022-12-11 00:00:00+00:00,5,5,184,60
2022-12-12 00:00:00+00:00,20,10,781,151
