time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-06 00:00:00+00:00,349,16,1343,336
2023-02-07 00:00:00+00:00,14,6,1305,347
2023-02-08 00:00:00+00:00,11,8,1185,286
2023-02-09 00:00:00+00:00,47,14,1175,226
2023-02-10 00:00:00+00:00,104,15,1161,212
2023-02-11 00:00:00+00:00,2,2,397,91
2023-02-12 00:00:00+00:00,3,3,314,79
2023-02-13 00:00:00+00:00,47,17,1493,242
2023-02-14 00:00:00+00:00,49,16,1154,288
2023-02-15 00:00:00+00:00,43,15,1020,240
2023-02-16 00:00:00+00:00,11,7,945,241
2023-02-17 00:00:00+00:00,13,10,1036,216
2023-02-18 00:00:00+00:00,5,5,406,106
2023-02-19 00:00:00+00:00,8,4,306,77
