time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-07 00:00:00+00:00,78,17,1186,236
2023-04-08 00:00:00+00:00,14,8,344,85
2023-04-09 00:00:00+00:00,3,3,264,109
2023-04-10 00:00:00+00:00,13,7,914,241
2023-04-11 00:00:00+00:00,10,9,1242,267
2023-04-12 00:00:00+00:00,37,17,981,206
2023-04-13 00:00:00+00:00,11,11,1004,223
2023-04-14 00:00:00+00:00,14,8,713,180
2023-04-15 00:00:00+00:00,5,4,217,79
2023-04-16 00:00:00+00:00,6,5,255,75
2023-04-17 00:00:00+00:00,7,6,918,189
2023-04-18 00:00:00+00:00,13,6,896,208
2023-04-19 00:00:00+00:00,24,11,917,188
2023-04-20 00:00:00+00:00,19,6,809,182
