time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-06 00:00:00+00:00,6,5,751,120
2022-12-07 00:00:00+00:00,21,16,763,186
2022-12-08 00:00:00+00:00,8,5,818,174
2022-12-09 00:00:00+00:00,18,10,733,194
2022-12-10 00:00:00+00:00,4,4,219,69
2022-12-11 00:00:00+00:00,5,5,184,60
2022-12-12 00:00:00+00:00,21,11,782,152
2022-12-13 00:00:00+00:00,14,9,1164,202
2022-12-14 00:00:00+00:00,17,10,1185,177
2022-12-15 00:00:00+00:00,25,10,1366,173
2022-12-16 00:00:00+00:00,61,15,1113,188
2022-12-17 00:00:00+00:00,2,2,215,77
2022-12-18 00:00:00+00:00,3,3,105,36
2022-12-19 00:00:00+00:00,58,16,823,145
